n_epochs,baseline_years,rms_w1,rms_w2,chi2_w1,chi2_w2,stetson_j,trend_w1,trend_w2,trend_p_w1,trend_p_w2,is_variable,is_stable,trend_type,variability_score,variability_flag,designation
500,6.449973809500351,0.09987275,0.09863818,2.6572515147482463,7.105536267848197,7.976238995023096,0.009189704514611692,0.008227038149014742,3.35719210236383e-05,0.000174098856902694,True,False,none,-10.0,VARIABLE,J022929.28-704728.3
500,8.500709231074598,0.15506792,0.12784277,1.698002205583041,1.702650662653432,3.6043896788715704,0.011710497144013678,0.015079108989068214,3.2229624632967406e-05,4.7890135013199013e-11,True,False,none,-10.0,VARIABLE,J023658.58-583351.9
312,10.517593217905535,0.17492574,,2.3692373784792,1.8743732538809668,5.090392605078615,0.007014425859094995,0.00537905194935315,0.022162231076573374,0.016673961541998402,True,False,none,-10.0,VARIABLE,J023704.79-033303.5
500,9.507440663682415,0.24736457,,1.9673522089568662,1.3849221506426412,0.8922554651814417,0.012038486605004771,0.004899311036337843,0.002464753255470892,0.13041682731325738,True,False,none,-10.0,VARIABLE,J023721.68-570645.3
394,10.518942547214234,0.24350406,0.1434752,17.51515535543893,2.114825299677958,4.454100439496113,-0.0005666054778449732,0.002565422503687864,0.8845784024039642,0.26425348507842655,True,False,none,-10.0,VARIABLE,J024127.61-334918.4
330,10.520532555865852,,0.12588984,5.9947145043349845,2.771674715639248,6.285191277420035,0.01342780907666161,0.012178440243714788,3.076052228696219e-05,3.313116324316081e-08,True,False,none,-10.0,VARIABLE,J024218.54-170912.1
312,10.51763470672142,0.065864965,0.048226297,2.410599392710008,1.4320615909490555,3.5190286839183456,-0.008882854058803229,-0.0023966376908533416,9.647897451040203e-16,0.004656542014319523,False,False,none,0.0,NORMAL,J024322.26-090306.1
281,10.51582040796715,0.068047985,0.05821086,5.32474365234375,9.293687220982143,12.089614880784323,0.003757131438893945,0.003945313091705956,0.005802907007319262,0.000677895541778807,True,False,none,-10.0,VARIABLE,J024626.34-024715.2
402,10.516885272580438,0.12851606,0.11273791,9.76052300888404,11.11378901379364,14.768416742474054,0.007034712260469278,0.007005023714509467,0.0003771303926040413,5.221915082923915e-05,True,False,none,-10.0,VARIABLE,J024744.48-380453.7
448,10.51640690335387,0.150176,,14.616092963506711,4.052909269461183,20.334005006326944,-0.016416720954992314,-0.012848611393835866,1.5679172925880794e-14,7.0692557722268745e-25,True,False,none,-10.0,VARIABLE,J025220.16-430049.3
272,9.973770596522918,0.10587938,,3.1745389255650367,3.3139924225983797,9.144383615063248,-0.005010515731751501,-0.0022273819328175134,0.020387134144840103,0.22400333188189606,False,False,none,0.0,NORMAL,J025824.21-001038.3
277,9.950858100314848,0.24811108,0.30232418,217.14569180253622,661.6930480072464,32.86940391486004,0.015417605842306144,0.019058115271182206,0.0020403051543112787,0.0017497892178961153,True,False,none,-10.0,VARIABLE,J030339.16-070216.3
500,6.992143922162918,0.28971952,,1.9633208484184452,1.569190335560994,0.06782222550046932,0.007682412153110419,0.013853464506093116,0.21810080398856702,0.0003266079107351258,True,False,none,-10.0,VARIABLE,J032635.16-735621.1
302,9.96473754179329,0.0978997,0.07538597,2.333057897827554,1.9361367463273464,5.12258181645607,0.005819761572545305,0.007152922568719758,0.001508990246913434,2.850755586217483e-07,False,False,none,0.0,NORMAL,J032729.52-105838.1
500,10.50631117634497,0.08499297,,2.2600479278870242,2.3337583733370986,7.106281740529672,-0.0022684046697396265,0.0025769179292100997,0.06939437576577695,0.054870697544975255,False,False,none,0.0,NORMAL,J032813.34-454620.4
500,10.508849902094445,0.32358694,,1.447138736122533,1.157938804394333,-0.4531027169699605,-0.010292618457855512,0.0011567663462612194,0.027097519143880006,0.7151679361847616,True,False,none,-10.0,VARIABLE,J033514.30-464330.1
500,8.944982773771374,0.08223922,0.07569648,1.7915639628867108,2.20547100059494,0.9032704174491702,-0.00012664447108904253,0.005128132279193977,0.9257883081057069,3.5825943306951536e-05,False,False,none,0.0,NORMAL,J034529.57-495446.8
500,7.964135800355922,0.07912343,0.098773174,2.0350154655013153,3.655940298565882,5.667406685092648,0.011053858833564125,0.010830415100910378,3.748917610993364e-16,2.7787966009971834e-10,False,False,none,0.0,NORMAL,J041409.49-493137.9
500,6.995097551622169,0.42858258,,107.13687531312625,307.8220067771084,210.04287619437235,-0.050088918919131836,-0.02757724002670049,2.6201245003363908e-08,5.6942339817915124e-05,True,False,brightening,-15.0,VARIABLE,J043338.57-731619.4
500,6.4489976823545705,0.5256555,,779.8864604208417,978.5097891566265,575.4923535861101,0.03370578227378464,0.031235621872407953,0.004558945254906602,0.001781792180094837,True,False,fading,15.0,FADING,J044024.40-731441.6
500,8.946223322272422,0.2254125,0.1704719,1.7440283792599347,1.5697898864746094,2.2585455455478107,0.002936079533168696,0.0052007754262117815,0.43433274033131053,0.06670331321175658,True,False,none,-10.0,VARIABLE,J045820.72-424342.7
500,4.505295219438735,0.07407815,,2.807922240966308,1.8492958651010292,3.691034691475968,-0.0012656527251416012,0.0002178784816337914,0.6344779287254444,0.9157662904646335,False,False,none,0.0,NORMAL,J050319.34-652057.4
362,9.96061231838466,0.26139534,,3.7296913189594973,6.52759675606669,-0.0005782306550632839,-0.00540977083213072,-0.0014812212403693971,0.24722713953815292,0.6792220554498749,True,False,none,-10.0,VARIABLE,J052409.52-224536.5
500,9.957888110280626,0.22878036,0.15308826,2.6778653052545365,3.4556393059556614,5.897809087952125,0.011128151095352387,0.007280555240762631,0.0005707199464951182,0.0007584177471633655,True,False,none,-10.0,VARIABLE,J053400.20-355942.2
500,6.45450808479123,0.30691126,0.19799764,2.1106202675821355,1.204281843404175,-0.2402087057592898,0.0007913178548470264,-0.002308536601014939,0.9133064848927048,0.622456876530342,True,False,none,-10.0,VARIABLE,J054110.02-830916.6
500,3.527949201040384,0.6290093,,481.7268286573146,1010.5953219315895,481.2440387158171,-0.06315836057808324,-0.054179638410206045,0.008108095672960045,0.0034234769086231437,True,False,brightening,-15.0,VARIABLE,J054235.56-713535.8
500,6.953157486735126,0.10795854,0.07932467,3.290844873340431,8.506699923284069,15.43753817548163,-0.00041858092183678924,0.0019461492254621595,0.8552714512244229,0.24812948383779018,True,False,none,-10.0,VARIABLE,J055348.26-573136.0
500,7.521428603011626,0.23101117,,2.0553603604046153,2.897098158258032,4.279584622490072,0.017860699336420795,0.020234634126437046,5.124960083382408e-05,2.838013007350411e-07,True,False,fading,15.0,FADING,J060501.01-545944.5
457,9.434033643477083,0.1326998,,2.7810492264597038,3.9072611714457417,9.596249565019841,0.006891688483303868,0.00494120181496447,0.000825261517134172,0.004483934287379605,False,False,none,0.0,NORMAL,J064954.38-350303.3
500,6.5187387786995314,0.12613176,0.100168355,2.3474221392002756,3.0565124389403806,6.154232557822185,0.00484914946345245,0.006765232499771323,0.10779788396464902,0.004613068119081528,False,False,none,0.0,NORMAL,J065027.17-555224.5
500,4.459740635181387,0.1461354,,2.1873855132139277,2.269616307024975,6.0453289486306385,0.004004584887352707,0.010423220493306738,0.3983471020346042,0.0018622098196469363,False,False,none,0.0,NORMAL,J070016.24-693931.3
416,9.43883362245037,0.11247573,,6.399926463667168,8.261764157797403,5.735535608423775,0.005694564816865639,0.007779955580946715,0.002931529921966145,7.2513272419476e-06,True,False,none,-10.0,VARIABLE,J070309.70-333124.8
500,5.51975773779604,0.075611345,,3.5181177785258018,3.992411540694026,12.122064421271082,0.011087995455128265,0.009784987510929544,1.1031633381039172e-07,1.675391615338654e-07,False,False,none,0.0,NORMAL,J071217.21-565118.6
329,9.949437998083491,0.16115968,,2.463446474221139,5.353432004969419,3.093467264503627,0.01076038343520376,0.003958979292222423,0.00024437261637473453,0.016536010289322233,True,False,none,-10.0,VARIABLE,J081203.49-134253.5
500,6.44057645494866,0.12838283,0.09726367,1.8195690697801854,2.143026286948898,2.915840694906471,0.003534850759400067,0.0001186217454918369,0.2448297436203947,0.9589434244512791,False,False,none,0.0,NORMAL,J081416.82-795126.3
266,9.97180065111568,0.048214287,0.05864116,3.1386628924675706,3.9621637308372644,15.809508214171137,0.01102716091648284,0.009172209638169102,1.16771496232239e-42,2.5916932450291207e-17,False,False,none,0.0,NORMAL,J091207.70+295011.9
389,9.434199250239564,0.18354318,0.116976224,2.0242976552432346,1.5707552020247901,0.2662177588484822,0.0005827234079656433,0.0007406016073904318,0.8521570488959467,0.7101365559848035,True,False,none,-10.0,VARIABLE,J091413.07+724437.7
393,9.437009229322388,0.08399558,0.07089717,2.1404626028878346,2.1424815898038903,5.76031300681318,0.005251433375256708,0.0081594496201553,0.00027683870658269953,8.106210324886181e-12,False,False,none,0.0,NORMAL,J092404.30+722921.8
266,9.94846014803559,0.072009124,0.0696729,2.5563900353773583,2.3411123102361504,9.266933725104005,0.010749941488892033,0.010748757718957306,8.101649276733769e-14,9.310687915505966e-15,False,False,none,0.0,NORMAL,J100443.67+002609.8
267,9.96229777256674,0.09034663,0.08202243,3.1327163581561326,3.2401246952831295,9.107567438544065,0.007778362522198857,0.007708677287755858,1.9086590513387585e-05,2.827730225534004e-06,False,False,none,0.0,NORMAL,J104200.37-060111.5
500,8.995759794058865,0.24125113,0.12975848,3.116621426446643,2.0446527821267537,4.74359357022949,0.019143882953013037,0.01667436883897423,1.6391245243337428e-06,2.438929383327172e-15,True,False,none,-10.0,VARIABLE,J105027.24-701039.5
315,10.431821882190295,0.17020513,0.0851817,3.010056370744309,2.8964116770750397,8.865669688668955,0.01226364096982244,0.009898462088169316,0.00010844977091738832,1.8891748730004313e-10,True,False,none,-10.0,VARIABLE,J110700.87-255107.4
285,9.957244359753593,0.16107915,,3.7332608934859155,3.2843041302037324,14.19193549159509,-0.028574959351907816,-0.0207306044448249,1.0196314985091961e-23,3.422798315442105e-18,True,False,brightening,-15.0,VARIABLE,J113914.34+214121.3
334,10.44857638294319,0.2283534,,2.5621205125330437,1.6069277108433735,1.3737487473916092,0.007974763834218045,0.004170790410996296,0.05091289936008654,0.035909432525685854,True,False,none,-10.0,VARIABLE,J114337.02-323258.3
297,10.432463075646815,0.07471323,0.07238674,2.1308218466269,1.9444481102195945,5.812718447535453,0.005531787012280703,0.005913199533921955,4.206750528617267e-05,5.807081771423642e-06,False,False,none,0.0,NORMAL,J115746.32+150551.9
325,10.439904419192318,0.11398554,,2.062493595076196,1.8781296107053018,4.318651835123698,0.01129052972061006,0.011999442238546864,1.1229728399211015e-08,3.0539748889662066e-13,False,False,none,0.0,NORMAL,J124435.69-381452.5
500,8.517571275947988,0.16520295,0.09971968,1.647016655489144,1.4740500287684744,4.326117189987571,0.00928961755611711,0.004102235985757443,0.002921513183198534,0.029812580556296656,True,False,none,-10.0,VARIABLE,J132546.84+672327.6
283,10.440495318658455,0.38087338,0.1036367,326.3868994661922,16.90651318705674,4.034405630712147,0.010199285524198014,0.004241122691397493,0.15404877178526943,0.0289947814083163,True,False,none,-10.0,VARIABLE,J133152.18-304910.9
302,10.438993828227241,0.123542584,,2.0080100024657392,1.6087019856770832,2.4319245575644755,0.0006745812566900551,0.0008724383864033766,0.7632391816681406,0.6165391645968532,False,False,none,0.0,NORMAL,J134028.09+072400.9
284,10.440022586064337,,0.07677622,4.700060688857491,2.624748957873233,4.825021090723012,0.004711392402392303,0.0037318287840323277,0.00019859499212019542,0.00905980968142347,False,False,none,0.0,NORMAL,J135042.53-121943.8
302,10.447646834086243,0.15069145,0.12519157,3.05017312895816,2.342533960690926,6.203571991722795,0.004553164916631457,0.003981582587800613,0.10020047657198465,0.08349749341591386,True,False,none,-10.0,VARIABLE,J140450.38-351222.1
394,10.438683572375094,,0.106840394,3.3918688059462916,3.1385904947916665,6.890313610097254,0.0061242380524611385,0.006346981787706305,0.0044404962165792185,0.0001450838792941762,False,False,none,0.0,NORMAL,J141230.76+340136.8
500,6.946183094346345,0.20643486,0.10629159,2.1246404073324547,1.7223937621336423,3.2404062645739136,0.001563532882886543,0.0050828269397635885,0.7373071348745819,0.033802491565320246,True,False,none,-10.0,VARIABLE,J141359.15+764336.8
409,10.438980253470213,0.09856419,,2.333857218424479,2.283809877437807,6.747450749943587,0.008662878830967068,0.009867687943836707,1.5415581919527883e-09,1.7635502928840423e-15,False,False,none,0.0,NORMAL,J141629.02+342726.0
280,10.433771569253947,0.10693564,0.13690893,4.681659001176075,34.27539762544803,10.638566879229796,-0.015531687696991875,-0.007444852629442116,1.7357736733287032e-15,0.004540262465083194,True,False,none,-10.0,VARIABLE,J141733.97-242151.6
500,6.990565081724862,0.075834036,,2.1613363445641283,2.1365584407944276,7.02050227052003,0.0037198937462238394,0.0038305618732822552,0.01907460438554504,0.0052554449374928635,False,False,none,0.0,NORMAL,J142032.17+801007.8
286,10.433032119972607,0.5023248,0.39529765,92.5032894736842,304.2888157894737,168.45873730105214,0.025460485039025683,0.019127033293139393,0.008649813422268162,0.012240103153039866,True,False,fading,15.0,FADING,J143046.35-025927.8
463,10.441180397344283,0.15410306,0.10460345,5.548029647761093,1.5206574939546131,1.0486745808604363,-0.00025096448133247405,-0.006105419458452292,0.9128667853101013,7.651379593772814e-05,True,False,none,-10.0,VARIABLE,J151248.39+373228.3
275,10.443508840793985,0.08659523,0.05406675,2.94197828752281,1.551809569418212,4.9392115651317665,-0.008858027574092387,-0.0062080243926289245,7.948740305065082e-08,1.2836535450986043e-09,False,False,none,0.0,NORMAL,J152010.51-093312.1
500,5.992617324982892,,,1.9412459407944278,1.6303570655084425,2.204012523966088,0.006406597501709571,0.010710605988187766,0.05094797694965246,1.941508259594454e-07,False,False,none,0.0,NORMAL,J154303.47+575524.1
500,6.951593263572907,,0.1880676,1.7535414205166537,1.4150755855453063,0.4960928971596559,-0.0036599547696888573,-0.00033582947958640894,0.5444944921710284,0.9331772404106382,True,False,none,-10.0,VARIABLE,J155827.03+850432.3
319,10.444267467460636,0.111455575,,3.0928997303704797,2.422538274451147,6.024770985218593,-0.006512586943728173,-0.0015272071147834233,0.0013885485124800635,0.3796406150882754,False,False,none,0.0,NORMAL,J160736.59+064143.6
500,6.998628794360023,0.22319442,,1.9762288329586897,1.5327229653635333,0.894125299216703,0.0034041568778656823,0.008594098408459226,0.48520031889501314,0.005260528129497865,True,False,none,-10.0,VARIABLE,J161059.60+522426.9
324,10.000903046762497,0.07623548,,1.7287707254982585,2.042950363633055,2.5351973661356433,0.0013088340094764487,0.0033998205097210826,0.3535821846462548,0.005590302752765926,False,False,none,0.0,NORMAL,J163051.99+111410.9
500,5.43614434042437,0.0972401,0.07961084,2.8624954988101203,2.828009534694389,10.829508955963231,-0.0036387883721800502,0.002663596332055849,0.19807554223098384,0.24991369021729665,False,False,none,0.0,NORMAL,J164031.79+575550.9
403,10.000301735660502,0.085611604,,1.9241117410991915,2.0219583487570136,4.94488206041218,0.008237738351528578,0.007640892897978978,6.069975741933461e-09,2.9580856232882776e-12,False,False,none,0.0,NORMAL,J172400.49+271007.7
500,9.44164681500343,0.30076423,0.19249995,1.8670353618421052,1.5073001227063503,-0.5074798961638846,0.0060981275074934475,0.013761962913238748,0.18893828659163472,2.880311104140973e-06,True,False,none,-10.0,VARIABLE,J174419.54+385839.2
500,1.9768993239151393,,,9.01529359626004,18.512636483433734,47.7657358802939,-0.008841393527497562,-0.004897947357653542,0.625737305942252,0.7479373197817587,True,False,none,-10.0,VARIABLE,J183821.26+652746.7
345,10.009412300971931,0.17039345,0.12327017,26.392578125,15.03387451171875,25.346225717296093,0.018821238901962686,0.00934381708867504,5.703049114444709e-10,2.787967869105897e-05,True,False,none,-10.0,VARIABLE,J183905.95-571505.1
340,10.00941230099932,0.15592276,0.091683894,1.9912062563375736,1.4788265622119285,1.5277795084328776,0.007093512555919306,0.0062903630807742,0.01111334697196258,0.00011666955711932996,True,False,none,-10.0,VARIABLE,J184132.20-603919.7
500,5.4469369613963075,0.12513965,,6.398433585921843,5.149381641410966,23.162138306600227,0.022914791702945185,0.021610136626258512,1.4207839203855497e-12,1.0271529222644256e-14,True,False,fading,15.0,FADING,J193547.43+601201.5
500,9.998801540889788,0.17369686,,3.4938707982370993,3.28863095565581,13.18307179686688,0.015927220504130476,0.011996378512856147,8.48681663356802e-11,7.17873900897316e-16,True,False,none,-10.0,VARIABLE,J194522.53+391503.7
322,9.992022402573577,0.10978134,0.08657682,1.9262033622955608,2.3437070282077492,2.6674220369285226,0.0015739430862713177,0.0015943022166032877,0.4345166330563075,0.31534395036187673,False,False,none,0.0,NORMAL,J213213.86-610413.7
287,9.999190680848736,0.088507645,,2.7494818414007867,38.70770285087719,0.6270699076868824,-0.002452595655020009,0.0031800980248931007,0.15001141612975236,0.20607072925569603,True,False,none,-10.0,VARIABLE,J222345.27-284104.4
318,10.505807959041752,0.13026603,0.11557944,4.215248854002366,4.3744624285291795,16.456550928051485,0.014724778861607165,0.013769359884193923,1.0554535671605177e-10,8.288946996483747e-12,False,False,none,0.0,NORMAL,J223900.22+330237.4
327,9.999636512443535,0.053954206,0.038577054,2.7626732200201305,1.3653300466712999,1.6258055519373988,-0.0005469389377154959,0.0003703182940448971,0.5796153090698821,0.5998934835202483,False,False,none,0.0,NORMAL,J224135.04-575201.7
258,9.991195908145118,0.18076,,6.778080921692607,1.9800817153033088,0.7456306219100952,0.0023109535982008714,0.007279720767069369,0.5360143111038937,6.5639859442728e-05,True,False,none,-10.0,VARIABLE,J224224.74-231628.6
438,10.515725338453114,0.27054307,0.16627057,20.222428310926773,2.3297941788383154,3.7403637523040554,0.0057460975866024345,0.007368327843869987,0.15748792653038282,0.003067746526977992,True,False,none,-10.0,VARIABLE,J230741.12+522419.5
269,9.997291442683107,0.18171465,0.14322184,7.361023404704991,4.698945458255597,24.286892603727782,0.05256404425823451,0.03222086133703547,4.672043117477986e-67,3.0043001087180464e-32,True,False,fading,15.0,FADING,J231029.40-060547.3
260,9.998703782121838,0.21745244,,1.4772973962732263,1.5523234049479167,0.11979632079601288,0.010960095010231657,0.012435025607756674,0.013327436952950855,0.0006679369377848326,True,False,none,-10.0,VARIABLE,J231923.35+005202.6
305,10.504796861382623,0.07666893,0.07175868,2.1342438145687708,2.843101702238384,7.55063902094081,0.0078407727318904,0.007834543140628127,1.0984973124063222e-08,9.066001984751168e-10,False,False,none,0.0,NORMAL,J233049.80+220729.3
273,10.505109291882263,0.11538034,0.084810205,1.7081883374382467,1.9246727438534008,3.458620323593157,0.005622996662271942,0.008843905923258679,0.010587958216569961,2.2145349234733026e-08,False,False,none,0.0,NORMAL,J233511.78+110741.9
365,10.514295232306635,,,4.942092937543044,4.367881585743802,15.605096324506231,0.0038116248771969032,0.0076325475283030835,0.14496452447962793,0.00018061959056703565,False,False,none,0.0,NORMAL,J234624.95+464749.9
266,10.505462813360719,0.061849244,0.080037594,2.2997731334758256,2.910226958652712,7.954197447864837,0.006314143560227651,0.009153520443589351,1.9380855647219171e-07,4.324884396995834e-09,False,False,none,0.0,NORMAL,J234658.41-003806.5
339,10.51520830261466,0.21121442,0.20619819,4.4885127502080255,5.2695171649639425,15.42998211084317,-0.003053684349874073,-0.001670066468157983,0.3849136456588247,0.6265671922986239,True,False,none,-10.0,VARIABLE,J235943.38+421431.2
